HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,-1287.623864225045,-1669.0849002046496,0.0,-240.54618221352894
1,-1215.4375142361991,-1466.8645400780035,0.0,-240.54618221352894
2,-1065.383076067084,-1353.0523294059085,0.0,-240.54618221352894
3,-723.1069001342834,-1210.235608087964,0.0,-240.54618221352894
4,-463.19375350993994,-1120.9105711582172,0.0,-240.54618221352894
5,480.96529843754365,-1078.709312287047,0.0,-240.54618221352894
6,712.622471436634,-1335.4365159848087,0.0,-240.54618221352894
7,1235.512681623512,-1807.5522835516592,0.0,-240.54618221352894
8,1462.6009372697513,-2181.3684729195015,0.0,-240.54618221352894
9,1846.6992763362814,-2286.766253305925,0.0,-240.54618221352894
10,2424.466566120674,-2465.0142753685604,0.0,-240.54618221352894
11,2907.0109645262196,-2750.7749312908495,0.0,-240.54618221352894
12,3379.786224330825,-2963.2209417132053,0.0,-240.54618221352894
13,3777.661021884421,-3166.115978542683,0.0,-240.54618221352894
14,4071.953591277203,-3286.8698835260716,0.0,-240.54618221352894
15,3442.751255156851,-3352.546046265585,0.0,-240.54618221352894
16,889.077570236082,-3388.8193799766905,0.0,-240.54618221352894
17,-1122.3210432431426,-3385.0388593826706,0.0,-240.54618221352894
18,-1541.4869387041033,-3109.650007121936,0.0,-240.54618221352894
19,-1541.9109392482392,-2757.6138088211114,0.0,-240.54618221352894
20,-1711.414234466752,-2504.8828253190013,0.0,-240.54618221352894
21,-1681.2493986451773,-2268.137206251974,0.0,-240.54618221352894
22,-1582.2969583554427,-2080.081281617422,0.0,-240.54618221352894
23,-1575.82664059199,-289.6078551619278,0.0,-240.54618221352894
