HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,1654.2386900218062,1654.1145230806803,0.0,0.0
1,1595.9764778458514,1595.5040306678268,0.0,0.0
2,1609.4623017877025,1594.0625269962986,0.0,0.0
3,1799.7601734615423,1686.5088371863972,0.0,0.0
4,2441.4870675624015,2091.968118520883,0.0,0.0
5,3431.9431928729364,2914.1960590069,0.0,0.0
6,4568.150295681573,3929.6772648737906,0.0,0.0
7,5713.781967923085,4867.311004638683,0.0,0.0
8,6538.344889790605,5596.556124173674,0.0,0.0
9,6985.027436355034,6083.032109187188,0.0,0.0
10,7203.507558069904,6354.5221135066095,0.0,0.0
11,7273.669010790806,6463.320096529448,0.0,0.0
12,7283.617354002023,6481.986576960657,0.0,0.0
13,7282.138588623975,6473.083186222961,0.0,0.0
14,7248.887922615809,6442.374159592848,0.0,0.0
15,7160.342811789079,6314.794137807994,0.0,0.0
16,7020.959917908899,6015.575256347658,0.0,0.0
17,6796.773068950544,5511.198120117186,0.0,0.0
18,6350.967185067921,4826.734365609969,0.0,0.0
19,5440.417021185009,4005.612018291767,0.0,0.0
20,4117.93490752591,3155.6491558368375,0.0,0.0
21,2863.134065474615,2462.9251779409624,0.0,0.0
22,2104.6044603837536,2011.1315518892707,0.0,0.0
23,1792.0693981419645,122.82445906360512,0.0,0.0
